date,district,temperature,precipitation,num_vehicles,num_pedestrians,day_of_week,is_weekend,month,traffic_volume,avg_speed
2023-02-10,서초구,41.46230923264515,2.3835020290127034,2604,498,4,0,2,1518,60.08
2023-06-06,종로구,27.4218245369357,22.8820723158047,2908,915,1,0,6,1615,52.96
2023-01-15,마포구,28.847027030027814,17.035668340791627,3230,965,6,1,1,3820,58.42
2023-10-28,강서구,10.912301188942587,1.0516413901408488,8921,281,5,1,10,10708,48.01
2023-03-06,마포구,17.51823014662035,14.655863614293578,9558,401,0,0,3,10405,34.14
2023-12-11,강서구,19.880771525198963,5.892530977259687,8163,282,0,0,12,8461,44.57
2023-11-23,강서구,8.02389960848515,2.6283696271631056,8701,609,3,0,11,9530,46.54
2023-01-09,강남구,13.759405715077163,6.728275814019292,4594,194,0,0,1,5267,58.41
2023-12-10,서초구,4.990069145574578,11.51997872280374,3921,513,6,1,12,4446,46.1
2023-05-09,마포구,11.044937698707898,0.9931179010481893,2740,255,1,0,5,3788,44.52
2023-05-16,강서구,23.408915703871195,1.0906821729692366,3818,791,1,0,5,4520,53.1
2023-03-04,마포구,-2.657624655181059,2.627334448104512,2353,196,5,1,3,3476,48.62
2023-05-19,마포구,24.53103607659152,0.9269017787770641,9643,468,4,0,5,10479,44.17
2023-03-22,강서구,-0.7736060719316273,2.234541834942503,7140,888,2,0,3,6800,45.07
2023-06-12,종로구,15.52456267203402,5.187936764058011,5416,337,0,0,6,6634,53.54
2023-10-16,서초구,16.434351370053655,8.378372714954693,7017,954,0,0,10,7835,51.11
2023-09-18,서초구,20.728162219089214,1.7972148403933863,7993,909,0,0,9,8610,43.45
2023-08-19,강남구,13.194597671860366,1.6545534403479236,1742,112,5,1,8,4112,60.18
2023-02-10,강남구,4.553055189054113,7.564800354632807,6589,400,4,0,2,7124,48.61
2023-01-28,강남구,16.845094463018626,2.398461877675919,8005,957,5,1,1,9522,47.14
2023-05-15,서초구,36.72505589174553,8.53181960132157,8628,281,0,0,5,7359,44.68
2023-07-20,종로구,14.855908413320225,25.088541491513247,9002,254,3,0,7,8831,42.55
2023-11-24,서초구,6.186234357520654,19.477962636155844,3562,862,4,0,11,3077,61.99
2023-09-25,서초구,10.328565557311373,5.4337193121971,2260,490,0,0,9,2734,55.49
2023-02-02,서초구,16.502379697973925,2.351724128252651,8239,892,3,0,2,8810,47.4
2023-02-17,서초구,12.313787153464338,0.3386640043158567,8439,276,4,0,2,9478,42.98
2023-03-03,종로구,10.924185724029707,6.697829369772829,3334,971,4,0,3,4095,54.01
2023-08-04,강남구,28.274321173306607,19.076124450573676,7230,682,4,0,8,5937,49.98
2023-10-20,마포구,20.172817164882375,0.3520289703299861,9577,986,4,0,10,10366,44.55
2023-04-09,강남구,13.814806361693284,0.03093404759636543,1602,695,6,1,4,3370,62.08
2023-06-21,강남구,13.891414213787618,8.912300114584792,1442,800,2,0,6,2198,56.51
2023-12-26,마포구,16.73178831534515,0.5393681435148979,4307,703,1,0,12,5630,44.66
2023-08-02,서초구,20.603143451304792,0.4257363799603494,8841,980,2,0,8,10161,47.33
2023-02-04,종로구,27.823149564884943,12.058433445719029,6856,168,5,1,2,7436,46.05
2023-08-15,종로구,10.880877129657254,0.4145217211522633,4301,407,1,0,8,5474,45.48
2023-04-11,강남구,5.055788341917599,0.6052912747934429,3301,775,1,0,4,3082,50.74
2023-05-11,마포구,9.438923123568642,4.214895542990604,8095,790,3,0,5,9439,51.03
2023-09-14,강서구,6.244077893229124,7.069647039316789,8841,644,3,0,9,8789,41.14
2023-01-05,서초구,-0.26007454149874043,2.5505648780853027,5450,152,3,0,1,4638,46.91
2023-08-06,강남구,29.105994160097836,2.728717430020585,4566,315,6,1,8,5345,51.05
2023-09-12,종로구,23.545861251325604,5.00687420643086,7553,813,1,0,9,8815,44.61
2023-12-25,마포구,-7.835169430687552,3.5202853359886364,3476,137,0,0,12,2925,49.68
2023-10-10,마포구,17.179468679600824,0.09401992369480208,8120,527,1,0,10,10052,49.55
2023-07-26,강남구,11.232653805840801,0.6028399730664364,5010,360,2,0,7,6067,47.6
2023-01-15,강서구,10.040916702958707,4.356587016690138,3389,473,6,1,1,5740,43.69
2023-12-12,종로구,-9.865214726211885,7.891210741542482,2830,130,1,0,12,1435,58.73
2023-02-11,강남구,14.747565799320437,7.2006522268210045,7540,492,5,1,2,8570,50.6
2023-06-28,강서구,15.769305912104278,6.73645603687865,5073,899,2,0,6,6009,52.14
2023-03-04,마포구,3.2310445333729665,7.376122241918869,6545,524,5,1,3,7583,51.0
2023-12-18,서초구,31.227461539904155,0.22730680464257816,5829,104,0,0,12,6097,52.87
2023-08-19,종로구,22.913491307933686,11.27381341152489,9054,790,5,1,8,10736,42.95
2023-08-29,종로구,4.336637300785357,11.003894165658687,3266,153,1,0,8,3352,51.54
2023-02-21,강서구,25.230503734701433,3.795622898972627,9787,830,1,0,2,10212,41.43
2023-04-06,강남구,10.344460113129676,1.429048014879035,9382,603,3,0,4,10205,44.76
2023-08-10,마포구,25.551083207149194,4.484628167838264,4462,895,3,0,8,5121,42.89
2023-08-19,강서구,0.571024556637425,4.080936725394447,9835,607,5,1,8,10017,39.21
2023-08-25,서초구,16.700617225058185,1.2612992818661013,6918,879,4,0,8,7586,54.35
2023-05-23,서초구,2.837299621684648,4.620734793447055,4767,552,1,0,5,5920,54.4
2023-06-20,서초구,6.626275376641511,7.979995991607245,2105,299,1,0,6,2112,56.77
2023-01-29,강서구,-4.316645803521812,8.202240604471605,3855,372,6,1,1,4402,59.8
2023-02-05,마포구,2.655442168741118,0.3077699485871816,7503,875,6,1,2,8640,48.36
2023-01-13,종로구,2.5970368914733077,1.098019814103763,3159,325,4,0,1,3291,54.1
2023-06-09,강남구,1.3464926843968672,5.516466546749713,5398,570,4,0,6,4227,45.67
2023-11-23,종로구,16.886146562136275,9.824565931834508,5146,117,3,0,11,5971,48.45
2023-07-06,마포구,-2.6618974752812696,3.6825399178236062,9997,854,3,0,7,9366,50.55
2023-08-31,종로구,17.988103571425512,6.146891855761533,7024,728,3,0,8,6747,51.58
2023-03-27,강서구,25.058910317691456,0.10648597237771376,9892,109,0,0,3,9789,55.0
2023-10-11,서초구,6.10944684944502,4.687837577564185,4791,138,2,0,10,5198,51.08
2023-03-07,마포구,14.150525187053866,16.33890518558102,5756,140,1,0,3,5597,37.58
2023-06-19,마포구,11.643560157126183,5.40899130561087,2907,719,0,0,6,3220,56.0
2023-02-14,종로구,10.884857548902394,12.772937713843602,2136,143,1,0,2,2181,43.63
2023-03-03,강서구,-10.554920616763027,4.173662690239714,5131,296,4,0,3,2515,52.89
2023-05-14,종로구,3.731910263924665,9.269623652709122,1622,398,6,1,5,1755,61.11
2023-10-11,종로구,29.614261185772147,0.6628730139390897,8245,308,2,0,10,8741,54.76
2023-01-28,마포구,18.238437234116265,0.6591685319015137,3896,558,5,1,1,6144,44.43
2023-04-18,종로구,12.586248275711705,0.6401858772676854,6659,978,1,0,4,7956,49.25
2023-02-13,서초구,-5.207342784400741,3.355456566981312,5968,787,0,0,2,5685,58.12
2023-12-06,종로구,20.93168476568897,2.0043550918643933,6423,886,2,0,12,7496,48.3
2023-10-13,서초구,5.88346862689325,6.350311148421582,2415,888,4,0,10,3460,50.6
2023-11-27,마포구,2.6253157790035697,11.64577043232774,7797,335,0,0,11,7808,56.67
2023-05-08,강서구,3.6277635959768184,4.829700950682102,3062,614,0,0,5,3255,58.98
2023-12-14,서초구,20.106474080706683,1.1989730452631662,3687,459,3,0,12,5347,51.07
2023-08-19,강서구,14.290383255238458,13.359329181003172,5262,923,5,1,8,6943,40.88
2023-07-09,강서구,23.64597216722969,3.7523704467857937,2688,482,6,1,7,4536,50.18
2023-08-13,서초구,26.257212381295453,6.36385620814925,5158,526,6,1,8,6135,45.96
2023-10-10,마포구,7.60532223443408,11.059420798923483,8738,996,1,0,10,8989,37.47
2023-05-01,강남구,14.573047713866673,22.94251533598306,9394,443,0,0,5,8714,53.12
2023-04-26,강서구,11.969837408281567,3.526746108983103,2124,353,2,0,4,2156,58.79
2023-08-21,강서구,1.3820213625363431,8.252933100650473,6288,647,0,0,8,5218,47.38
2023-09-16,마포구,2.8208086146800326,4.183552947971045,3450,606,5,1,9,4469,49.14
2023-12-25,마포구,13.358281004530518,3.3320778358075724,7490,617,0,0,12,9041,43.71
2023-07-17,종로구,14.429343489893316,3.8578416438529,9978,429,0,0,7,11037,39.02
2023-05-17,마포구,14.451168228036678,3.310910370389114,5929,587,2,0,5,7247,62.37
2023-11-14,강서구,14.46684820264068,2.7325068350033006,5288,913,1,0,11,5802,46.5
2023-06-14,서초구,6.84005707312441,6.431714670456071,3946,581,2,0,6,4465,50.46
2023-08-13,강남구,36.21438072045518,1.4362496021989657,8915,571,6,1,8,10455,41.12
2023-11-03,종로구,17.318033051192216,4.79053310340102,4036,631,4,0,11,5246,41.92
2023-08-22,서초구,9.244728314634676,6.240671597069199,8716,536,1,0,8,9068,39.81
2023-06-21,강남구,19.02316436411577,11.132327278263833,5075,521,2,0,6,4669,57.05
2023-06-01,강남구,6.487755582225692,2.0164160678928393,6507,902,3,0,6,6443,47.56
2023-11-11,강남구,15.26736097019389,9.852006748291014,7096,261,5,1,11,8956,48.17
2023-06-09,서초구,19.006957779782127,14.52865090428552,8724,849,4,0,6,9138,48.18
2023-04-06,종로구,20.509366497987333,5.230280164829785,9528,533,3,0,4,11105,46.25
2023-08-21,종로구,2.4268417517500307,7.379629648305649,4667,658,0,0,8,4636,48.33
2023-06-29,강남구,45.2909299147455,2.6019137381513193,9796,903,3,0,6,8030,55.61
2023-04-23,서초구,26.818019050985328,15.196897504014217,3536,115,6,1,4,4117,57.22
2023-11-14,강남구,35.325049790211544,5.55638253849269,1665,719,1,0,11,1099,60.24
2023-02-21,마포구,12.438839994007024,1.8564548304218544,3917,788,1,0,2,4657,53.03
2023-09-25,종로구,17.467920972384736,2.5897660507872162,2232,164,0,0,9,3101,47.39
2023-10-22,강서구,15.364593970185862,4.80847429867841,8927,674,6,1,10,10939,48.25
2023-04-23,강남구,9.529407224127361,1.333747898942217,7024,919,6,1,4,7851,46.72
2023-04-11,마포구,22.576089190264117,7.010379268670346,9543,172,1,0,4,9647,41.31
2023-04-23,종로구,6.163486793986807,1.2724714265202826,3895,303,6,1,4,6070,44.6
2023-03-22,서초구,21.982509369055265,4.479857804887914,8413,353,2,0,3,9840,50.07
2023-07-06,종로구,10.019086953774035,5.970219843681114,7174,671,3,0,7,7146,41.28
2023-04-23,서초구,18.990277750600782,9.821568652480451,5570,712,6,1,4,6459,47.17
2023-01-02,서초구,29.616321076312367,6.619423317642937,8424,628,0,0,1,8716,47.17
2023-05-10,강남구,13.669864365026214,8.01790279018914,7362,294,2,0,5,8983,45.33
2023-08-08,강남구,22.802237845072277,12.205317882900852,7388,350,1,0,8,7681,49.67
2023-02-23,종로구,9.910959160076276,4.553675480463703,5538,649,3,0,2,6266,55.3
2023-12-09,마포구,3.186660192679307,9.363112913227399,7644,384,5,1,12,8173,50.09
2023-08-12,종로구,31.617291303060167,1.3189959690954405,8394,642,5,1,8,9878,45.45
2023-08-13,강서구,22.477091510470796,8.429790865024552,5350,582,6,1,8,6614,46.73
2023-05-06,서초구,13.655794242151012,1.2531309485415916,1069,409,5,1,5,3811,45.94
2023-05-10,서초구,21.964086578987427,13.63839945058804,9769,969,2,0,5,10174,44.51
2023-02-22,강남구,4.836050223526891,2.002188862748092,8169,280,2,0,2,8691,44.52
2023-06-21,마포구,19.42239543511075,0.9427324467870981,5590,893,2,0,6,6152,52.23
2023-08-06,강남구,17.1700499822538,0.8018342352066726,5084,752,6,1,8,6715,48.14
2023-06-09,강서구,21.5054414844041,1.0367952784215164,6934,344,4,0,6,7444,53.08
2023-07-17,종로구,31.417308695387234,2.966874024635552,9320,540,0,0,7,9179,43.65
2023-09-04,종로구,29.482460153699098,3.692285644898941,2506,374,0,0,9,3103,51.48
2023-11-20,마포구,1.1116077361458543,12.254603794732105,2648,323,0,0,11,2589,57.27
2023-07-22,강남구,-4.95246583057652,2.39836960422356,9184,466,5,1,7,9400,46.16
2023-07-03,강남구,17.457099374472346,1.2261937412227712,4167,638,0,0,7,4108,54.53
2023-05-03,강서구,16.69338046056203,6.809396483297686,3548,349,2,0,5,3875,52.34
2023-09-12,종로구,3.638407173284295,0.7231316171712197,2479,842,1,0,9,2959,54.65
2023-10-21,강남구,5.392299843263103,11.14125657524415,6523,112,5,1,10,7606,46.2
2023-10-07,마포구,7.296466242684012,2.633078460052368,1007,407,5,1,10,3499,54.28
2023-11-21,종로구,28.350286652736607,4.757536648552309,1219,709,1,0,11,2069,62.26
2023-04-08,강서구,10.275036390654314,1.0301070187877992,9916,291,5,1,4,12146,40.54
2023-07-17,마포구,-0.03879907355314405,0.7863644472408315,5197,797,0,0,7,4908,48.36
2023-08-28,서초구,14.355683532781512,8.018257797425154,7917,118,0,0,8,8659,48.03
2023-05-24,강서구,14.972715532750613,2.8079837980765228,3049,438,2,0,5,4206,51.55
2023-04-07,마포구,4.678858711962386,21.616077189286415,4785,870,4,0,4,4901,58.46
2023-07-20,강남구,20.90388792957774,3.7148177722632596,8657,678,3,0,7,8912,49.65
2023-05-04,서초구,26.372390408960054,9.342756931881402,4912,125,3,0,5,5386,54.96
2023-07-06,강서구,11.446249075700104,19.55104294275102,9962,105,3,0,7,10203,49.53
2023-11-22,강남구,-0.03910280611393757,1.6505139539489098,1739,240,2,0,11,1422,53.98
2023-12-15,서초구,12.262548375538453,8.06928109785243,5295,849,4,0,12,6569,49.58
2023-09-16,종로구,18.01673261239837,0.11125955467558948,5121,841,5,1,9,6224,52.88
2023-05-28,강남구,-6.579094308171931,5.6933309859133665,6039,126,6,1,5,7241,48.16
2023-09-09,마포구,19.815169542779874,6.836403187727269,8815,204,5,1,9,11068,39.5
2023-12-12,강서구,11.250023515025815,3.2443474585566405,8000,955,1,0,12,8738,50.98
2023-05-27,서초구,15.437174514830833,0.8843136772411463,9388,621,5,1,5,11194,43.0
2023-05-28,강남구,12.103769727923698,4.79495458188557,1509,883,6,1,5,3276,55.5
2023-12-18,종로구,7.4656020905313,11.390860618747858,2995,378,0,0,12,2766,57.76
2023-07-18,강서구,13.89008364034743,13.391427943283027,2014,402,1,0,7,2255,63.31
2023-11-04,강서구,9.910797382508802,6.854121025616196,4101,111,5,1,11,6016,50.8
2023-05-08,강남구,11.424190250518057,1.530678207975361,1922,767,0,0,5,2477,45.27
2023-02-08,종로구,6.195819880246141,10.213694059164817,6427,176,2,0,2,6984,49.38
2023-12-04,서초구,20.36774985883908,10.983161765254499,9212,117,0,0,12,9444,46.98
2023-12-26,강남구,27.36798541352808,2.288337807845563,2064,669,1,0,12,2956,46.18
2023-05-09,서초구,6.267224776757736,1.0104691504014354,7011,741,1,0,5,8302,54.2
2023-09-24,강서구,13.831849525478239,10.383603597713005,2899,273,6,1,9,3889,39.74
2023-05-31,서초구,4.048060679163614,10.818348642272454,4543,500,2,0,5,3390,56.69
2023-10-25,종로구,18.880336883437913,0.5318389169707429,1966,186,2,0,10,2990,46.81
2023-04-09,마포구,17.242430370736987,17.053859187532904,6783,931,6,1,4,8139,52.38
2023-09-20,종로구,9.21037378457463,3.8079926336210006,9705,442,2,0,9,9743,48.08
2023-09-09,서초구,14.17251016188467,25.360050080990227,4574,548,5,1,9,6182,56.92
2023-05-24,강남구,23.65275604360904,2.9440101530073672,1040,153,2,0,5,1427,59.84
2023-12-12,강서구,-1.073715703331335,3.810164639205369,7981,526,1,0,12,8055,48.9
2023-04-22,마포구,2.081767547649611,1.5467955341636883,1262,177,5,1,4,2042,54.49
2023-03-01,강남구,20.81834600776454,11.460572780197754,9145,815,2,0,3,8779,37.62
2023-01-02,강남구,15.544778457739124,2.932346718407409,2819,538,0,0,1,4309,63.21
2023-10-31,종로구,14.29833300548795,8.426577151907113,1127,881,1,0,10,1320,55.03
2023-09-11,서초구,24.429858866264475,0.41546409612213375,3578,596,0,0,9,4652,53.47
2023-05-20,종로구,22.044339737467162,7.761665117371544,6851,271,5,1,5,7882,43.23
2023-02-06,서초구,32.15104054343832,3.3691070822882176,8937,649,0,0,2,8650,41.08
2023-06-09,종로구,23.949366003548064,0.027112776237837186,4211,797,4,0,6,4888,51.72
2023-01-09,강남구,20.257255129390597,1.2826158878858451,3806,460,0,0,1,4673,53.83
2023-08-21,강서구,14.460393045316192,1.0766843361341547,3279,335,0,0,8,3929,61.7
2023-04-09,서초구,13.558366868638915,6.966888570872056,8076,532,6,1,4,10117,49.91
2023-05-27,마포구,14.967599015723438,3.2428024291385897,6687,115,5,1,5,9004,47.45
2023-10-31,마포구,17.22979855314293,0.8700910064333232,8926,837,1,0,10,10565,44.15
2023-07-27,강남구,2.9326901859493137,1.4839704860132894,2787,949,3,0,7,2873,56.39
2023-05-11,종로구,17.635940805222315,3.506671068273213,5732,595,3,0,5,6038,48.44
2023-06-01,종로구,12.566735066262742,0.09916794520778474,3179,685,3,0,6,4300,53.62
2023-02-23,강남구,18.57050815229692,2.759328384770276,9368,310,3,0,2,10405,40.62
2023-04-30,마포구,9.223246938846545,5.6669722309954205,4123,897,6,1,4,5914,47.15
2023-06-10,마포구,8.405749406291847,3.646510676755756,6665,935,5,1,6,9087,45.7
2023-04-26,종로구,17.307143225261566,4.5577541782017255,9213,426,2,0,4,10070,46.55
2023-03-16,서초구,19.772704383004243,1.9772133820314002,1652,947,3,0,3,3615,52.83
2023-04-23,강서구,8.960659080051364,1.0110443693819708,4390,726,6,1,4,6632,49.9
2023-04-14,서초구,28.19207183718956,8.296852516445828,9974,346,4,0,4,10365,40.08
2023-12-06,마포구,28.12349419349959,11.802918374424356,9359,648,2,0,12,9200,39.83
2023-09-11,서초구,-0.8232622325655203,3.574311996291781,2781,602,0,0,9,2424,55.2
2023-08-15,강서구,7.229730501318374,1.8195136692692062,6866,666,1,0,8,7198,39.76
2023-04-22,서초구,16.162075244698,3.5790587576475335,8083,266,5,1,4,10021,49.28
2023-04-09,서초구,18.707713470084926,10.559225381954121,9823,540,6,1,4,11742,36.54
2023-06-02,서초구,36.32339972594481,5.878649537786376,2601,788,4,0,6,1816,54.58
2023-12-15,서초구,16.40894280058507,9.781381482096577,3881,452,4,0,12,4249,54.92
2023-12-04,강남구,13.835924056854534,1.9903085779562082,2863,802,0,0,12,3310,58.51
2023-07-13,마포구,3.6196469141038046,6.223611652108646,8333,198,3,0,7,8651,49.65
2023-11-06,강서구,-0.8539339547894631,5.292858186351809,1721,723,0,0,11,909,60.65
2023-06-12,마포구,13.663277539167938,4.238681823502377,8242,217,0,0,6,9229,58.66
2023-07-27,강남구,35.57385191974707,3.7562640815113024,8573,773,3,0,7,8200,41.7
2023-06-18,강남구,12.882312736443966,4.003415672060167,8853,668,6,1,6,10610,45.98
2023-06-10,강남구,7.272683622239857,9.47464825132877,1242,452,5,1,6,3080,57.48
2023-03-09,강남구,19.520693975025345,12.384365090225721,7905,673,3,0,3,9076,47.75
2023-10-16,서초구,-5.055652479068642,0.598764985952362,5638,600,0,0,10,4130,50.27
2023-10-04,마포구,15.792902373555808,4.205586734402196,5372,138,2,0,10,5431,53.34
2023-10-31,종로구,23.243781842244225,12.530146194615156,5645,429,1,0,10,6082,52.06
2023-05-15,강서구,5.524408000756994,0.7236261101407104,6427,422,0,0,5,7804,53.66
2023-07-14,강남구,28.68869769064117,2.6624545967845115,9594,597,4,0,7,9109,48.3
